Time,Open,High,Low,Last,Change,%Chg,Volume
"07/23/2024 12:30",19958.75,19988,19941.75,19979.75,21.25,+0.11%,20883
"07/23/2024 12:00",19949.25,19974.25,19915.75,19958.5,9.25,+0.05%,25316
"07/23/2024 11:30",19964.5,19979,19926.5,19949.25,-15.5,-0.08%,27137
"07/23/2024 11:00",20034.75,20040.75,19937,19964.75,-69.25,-0.35%,37247
"07/23/2024 10:30",20064.25,20074.25,20026.5,20034,-29.25,-0.15%,24887
"07/23/2024 10:00",19969.25,20084.75,19966.25,20063.25,94,+0.47%,46948
"07/23/2024 09:30",20019,20024.25,19927.5,19969.25,-48.75,-0.24%,53023
"07/23/2024 09:00",20006.5,20047.75,19960.5,20018,11.75,+0.06%,54736
"07/23/2024 08:30",19957.75,20036,19933.5,20006.25,49.25,+0.25%,70208
"07/23/2024 08:00",19968.5,19984.75,19948.25,19957,-11.75,-0.06%,10509
"07/23/2024 07:30",19952,19974.5,19923.75,19968.75,16.5,+0.08%,10509
"07/23/2024 07:00",19995.25,19996,19938.25,19952.25,-43.5,-0.22%,7145
"07/23/2024 06:30",20005.25,20015.5,19981.25,19995.75,-9.5,-0.05%,5159
"07/23/2024 06:00",19973.25,20009,19972.75,20005.25,31.75,+0.16%,4583
"07/23/2024 05:30",19981.75,19994,19963.5,19973.5,-8.75,-0.04%,3779
"07/23/2024 05:00",19958.5,19983.25,19952,19982.25,23.5,+0.12%,2984
"07/23/2024 04:30",19962.75,19970,19956.25,19958.75,-4.,-0.02%,2399
"07/23/2024 04:00",19921,19971.5,19920.25,19962.75,42.25,+0.21%,4417
"07/23/2024 03:30",19888,19930,19886.5,19920.5,32.75,+0.16%,3450
"07/23/2024 03:00",19893.5,19917.25,19876.25,19887.75,-5.25,-0.03%,5613
"07/23/2024 02:30",19881.25,19919.25,19875.5,19893,12.25,+0.06%,5213
"07/23/2024 02:00",19937.5,19939.5,19868.25,19880.75,-56.25,-0.28%,5878
"07/23/2024 01:30",19905.5,19947.25,19905,19937,31.25,+0.16%,3905
"07/23/2024 01:00",19932.75,19936,19898,19905.75,-26.5,-0.13%,3220
"07/23/2024 00:30",19943.25,19949.5,19921.5,19932.25,-12.,-0.06%,1688
"07/23/2024 00:00",19941.25,19953.75,19940.5,19944.25,3.25,+0.02%,978
"07/22/2024 23:30",19940.25,19944.5,19931.75,19941,0.75,0.00%,833
"07/22/2024 23:00",19933.25,19951.5,19933,19940.25,7.25,+0.04%,1139
"07/22/2024 22:30",19927,19935,19922.25,19933,5,+0.03%,1630
"07/22/2024 22:00",19948.5,19949,19911.5,19928,-19.5,-0.10%,2404
"07/22/2024 21:30",19947.5,19953,19944.25,19947.5,1,+0.01%,859
"07/22/2024 21:00",19954.75,19959,19935,19946.5,-8.5,-0.04%,1434
"07/22/2024 20:30",19964.5,19965.75,19940.75,19955,-9.25,-0.05%,1864
"07/22/2024 20:00",19938,19968.75,19933,19964.25,27,+0.14%,2264
"07/22/2024 19:30",19951.5,19957.75,19925,19937.25,-14.,-0.07%,2652
"07/22/2024 19:00",19955.25,19966.5,19947.5,19951.25,-3.5,-0.02%,2860
"07/22/2024 18:30",19975,19976,19953.25,19954.75,-20.75,-0.10%,1731
"07/22/2024 18:00",19986.25,19988,19972.5,19975.5,-11.,-0.06%,2543
"07/22/2024 17:30",19993,19998.25,19982.75,19986.5,-6.25,-0.03%,2505
"07/22/2024 17:00",19982,19993,19973,19992.75,12,+0.06%,1833
"07/22/2024 15:30",19971.75,19981.75,19964.5,19980.75,9.75,+0.05%,2505
"07/22/2024 15:00",19997.5,20012.75,19967,19971,-27.,-0.14%,14330
"07/22/2024 14:30",19994.5,20032.5,19979.5,19998,3.75,+0.02%,40637
"07/22/2024 14:00",20011.25,20022.75,19979.25,19994.25,-16.75,-0.08%,25726
"07/22/2024 13:30",20020.5,20042.25,20009.5,20011,-9.75,-0.05%,17247
"07/22/2024 13:00",20000,20044.75,19992.5,20020.75,21.25,+0.11%,20468
"07/22/2024 12:30",19982,20016.25,19975.75,19999.5,17.5,+0.09%,23335
"07/22/2024 12:00",19961.5,19994,19957.5,19982,20.5,+0.10%,21011
"07/22/2024 11:30",19890.5,19973.25,19879,19961.5,71.25,+0.36%,26241
"07/22/2024 11:00",19865.25,19906.75,19835.5,19890.25,25,+0.13%,27372
"07/22/2024 10:30",19837.5,19874,19809.75,19865.25,28.25,+0.14%,39744
"07/22/2024 10:00",19954.75,19998,19828.25,19837,-117.25,-0.59%,53847
"07/22/2024 09:30",19962,20018.75,19929.5,19954.25,-7.5,-0.04%,50090
"07/22/2024 09:00",19970.25,19980.75,19895,19961.75,-8.75,-0.04%,57174
"07/22/2024 08:30",19954.75,20026.75,19882.75,19970.5,15.75,+0.08%,92165
"07/22/2024 08:00",19912.25,19958.5,19911,19954.75,42,+0.21%,13704
"07/22/2024 07:30",19923,19931,19907,19912.75,-10.,-0.05%,6499
"07/22/2024 07:00",19897.25,19926.5,19892.5,19922.75,25.25,+0.13%,6857
"07/22/2024 06:30",19873.5,19899.25,19872.25,19897.5,23.75,+0.12%,4374
"07/22/2024 06:00",19890,19892.25,19866.25,19873.75,-16.,-0.08%,4658
"07/22/2024 05:30",19869.5,19891,19858.75,19889.75,21,+0.11%,4051
"07/22/2024 05:00",19846.25,19875,19837.75,19868.75,22.25,+0.11%,6285
"07/22/2024 04:30",19831.75,19852.5,19830,19846.5,15.5,+0.08%,3191
"07/22/2024 04:00",19815.5,19835,19809.25,19831,15.75,+0.08%,2870
"07/22/2024 03:30",19826.5,19841,19812.75,19815.25,-10.75,-0.05%,3248
"07/22/2024 03:00",19823,19833.5,19807,19826,2.25,+0.01%,4426
"07/22/2024 02:30",19791.5,19838,19783.5,19823.75,31.5,+0.16%,3959
"07/22/2024 02:00",19816.5,19819.5,19758,19792.25,-24.,-0.12%,5802
"07/22/2024 01:30",19802.25,19824.25,19797.5,19816.25,14,+0.07%,2532
"07/22/2024 01:00",19787.5,19825.75,19764,19802.25,14,+0.07%,4417
"07/22/2024 00:30",19786.75,19801.25,19785.5,19788.25,1.25,+0.01%,1437
"07/22/2024 00:00",19800.25,19808.25,19778,19787,-14.25,-0.07%,1920
"07/21/2024 23:30",19776.75,19804.25,19770,19801.25,24.5,+0.12%,1992
"07/21/2024 23:00",19778,19780.5,19740.75,19776.75,-0.5,0.00%,2398
"07/21/2024 22:30",19784.75,19786.5,19765,19777.25,-7.75,-0.04%,1883
"07/21/2024 22:00",19753.5,19799.5,19751.25,19785,31.75,+0.16%,3750
"07/21/2024 21:30",19743.5,19767.5,19735.25,19753.25,10.75,+0.05%,2731
"07/21/2024 21:00",19746,19753.25,19718.75,19742.5,-3.25,-0.02%,3982
"07/21/2024 20:30",19776.25,19789.25,19733.75,19745.75,-31.5,-0.16%,5033
"07/21/2024 20:00",19810.25,19813.25,19756.75,19777.25,-33.75,-0.17%,3550
"07/21/2024 19:30",19798,19811.75,19782.5,19811,13.25,+0.07%,2867
"07/21/2024 19:00",19816.75,19824,19766.5,19797.75,-19.25,-0.10%,4307
"07/21/2024 18:30",19833.75,19837,19808.25,19817,-17.5,-0.09%,3003
"07/21/2024 18:00",19790.75,19842,19789.5,19834.5,43.75,+0.22%,7046
"07/21/2024 17:30",19780.5,19794.75,19774.75,19790.75,11,+0.06%,2913
"07/21/2024 17:00",19749,19785,19727.25,19779.75,78.25,+0.40%,7644
"07/19/2024 15:30",19701.25,19706.25,19695.75,19701.5,0.25,0.00%,3116
"07/19/2024 15:00",19712.25,19738.25,19692.75,19701.25,-10.5,-0.05%,14857
"07/19/2024 14:30",19767.5,19771.5,19685,19711.75,-56.5,-0.29%,56491
"07/19/2024 14:00",19721,19784.5,19717,19768.25,47.75,+0.24%,33168
"07/19/2024 13:30",19696.25,19724.5,19669.75,19720.5,24.25,+0.12%,27128
"07/19/2024 13:00",19720.75,19746,19692.75,19696.25,-25.25,-0.13%,27264
"07/19/2024 12:30",19691,19724,19663.5,19721.5,30.75,+0.16%,32272
"07/19/2024 12:00",19729.25,19731.25,19654,19690.75,-38.5,-0.20%,36625
"07/19/2024 11:30",19748.5,19755.25,19686.5,19729.25,-18.75,-0.09%,40678
"07/19/2024 11:00",19817.75,19826.25,19738.25,19748,-68.75,-0.35%,37925
"07/19/2024 10:30",19746.25,19818.25,19704,19816.75,70.25,+0.36%,49448
"07/19/2024 10:00",19826.5,19875.25,19743.5,19746.5,-79.75,-0.40%,53821
"07/19/2024 09:30",19801.75,19839,19774.5,19826.25,24.75,+0.12%,54110
"07/19/2024 09:00",19883.75,19917,19798.75,19801.5,-82.5,-0.41%,62983
"07/19/2024 08:30",19868.5,19976.5,19835.75,19884,15.25,+0.08%,85455
"07/19/2024 08:00",19938.75,19945,19868.75,19868.75,-70.75,-0.35%,16487
"07/19/2024 07:30",19902,19943,19899.5,19939.5,37,+0.19%,7327
"07/19/2024 07:00",19923,19944.5,19898.75,19902.5,-20.75,-0.10%,6609
"07/19/2024 06:30",19929.5,19937.25,19914.5,19923.25,-5.5,-0.03%,5426
"07/19/2024 06:00",19869.5,19939.25,19863.5,19928.75,59.25,+0.30%,9734
"07/19/2024 05:30",19901.25,19903.5,19864.75,19869.5,-32.25,-0.16%,6704
"07/19/2024 05:00",19849.75,19907.5,19847.5,19901.75,51,+0.26%,5909
"07/19/2024 04:30",19808,19860,19807.5,19850.75,42.75,+0.22%,7825
"07/19/2024 04:00",19840.5,19866,19807.5,19808,-32.,-0.16%,5708
"07/19/2024 03:30",19837.5,19864.25,19826.75,19840,2.5,+0.01%,5847
"07/19/2024 03:00",19796.75,19843.5,19785,19837.5,40.75,+0.21%,9269
"07/19/2024 02:30",19828.25,19841,19753.5,19796.75,-32.,-0.16%,13554
"07/19/2024 02:00",19908,19908.25,19818.75,19828.75,-78.75,-0.40%,11256
"07/19/2024 01:30",19970.5,19971,19898,19907.5,-63.25,-0.32%,5659
"07/19/2024 01:00",19962.75,19979.75,19961,19970.75,8,+0.04%,2080
"07/19/2024 00:30",19953.25,19963.25,19951.25,19962.75,9.75,+0.05%,751
"07/19/2024 00:00",19957.5,19961.25,19948,19953,-4.25,-0.02%,901
"07/18/2024 23:30",19953.75,19960,19951.5,19957.25,3.5,+0.02%,658
"07/18/2024 23:00",19956,19956.25,19949.25,19953.75,-2.,-0.01%,625
"07/18/2024 22:30",19951.5,19956.25,19945.5,19955.75,3.25,+0.02%,826
"07/18/2024 22:00",19952.5,19958.75,19947.25,19952.5,-0.25,0.00%,770
"07/18/2024 21:30",19951.25,19958.75,19948,19952.75,0.5,0.00%,790
"07/18/2024 21:00",19948,19957.25,19935.75,19952.25,4.75,+0.02%,2928
"07/18/2024 20:30",19954.5,19962.5,19944.25,19947.5,-7.25,-0.04%,3330
"07/18/2024 20:00",19948,19957.5,19940.25,19954.75,7.5,+0.04%,1192
"07/18/2024 19:30",19961.25,19965,19944.25,19947.25,-13.75,-0.07%,2739
"07/18/2024 19:00",19945.75,19962.75,19935.25,19961,15.25,+0.08%,2251
"07/18/2024 18:30",19964,19964.5,19943.5,19945.75,-17.5,-0.09%,1652
"07/18/2024 18:00",19955.75,19965.25,19947.75,19963.25,8,+0.04%,899
"07/18/2024 17:30",19947.75,19962.75,19936.25,19955.25,8,+0.04%,3322
"07/18/2024 17:00",19955,19976.75,19940.5,19947.25,12.5,+0.06%,4866
"07/18/2024 15:30",19924.25,19953.75,19923,19934.75,10.75,+0.05%,5647
"07/18/2024 15:00",19891.75,19928,19865.25,19924,32.5,+0.16%,21771
"07/18/2024 14:30",19823.25,19961,19811.75,19891.5,67.75,+0.34%,79438
"07/18/2024 14:00",19846.25,19871,19758.75,19823.75,-23.,-0.12%,61217
"07/18/2024 13:30",19849.5,19858.5,19800.5,19846.75,-2.75,-0.01%,46807
"07/18/2024 13:00",19873.25,19892.25,19841.5,19849.5,-23.75,-0.12%,37745
"07/18/2024 12:30",19902.5,19934,19860.75,19873.25,-29.25,-0.15%,34975
"07/18/2024 12:00",19913.5,19946.25,19855,19902.5,-11.,-0.06%,41776
"07/18/2024 11:30",19834,19914.25,19820.75,19913.5,79.75,+0.40%,42281
"07/18/2024 11:00",19797.5,19844.75,19773,19833.75,36.75,+0.19%,42534
"07/18/2024 10:30",19822,19862,19785,19797,-24.75,-0.12%,60319
"07/18/2024 10:00",19990,20004.75,19816.5,19821.75,-168.,-0.84%,70294
"07/18/2024 09:30",20046.75,20047.75,19893,19989.75,-56.75,-0.28%,102677
"07/18/2024 09:00",20068,20107,20040.5,20046.5,-21.25,-0.11%,59671
"07/18/2024 08:30",20141.5,20149.25,20019.75,20067.75,-73.75,-0.37%,96642
"07/18/2024 08:00",20144.75,20162.5,20133,20141.5,-3.5,-0.02%,15268
"07/18/2024 07:30",20108,20148,20102.75,20145,37.5,+0.19%,12152
"07/18/2024 07:00",20087.75,20114,20073.5,20107.5,19.5,+0.10%,6905
"07/18/2024 06:30",20065.25,20091.75,20061.5,20088,23.25,+0.12%,3736
"07/18/2024 06:00",20073.5,20082.75,20058.75,20064.75,-8.,-0.04%,4981
"07/18/2024 05:30",20040,20080.75,20036.5,20072.75,32.5,+0.16%,4169
"07/18/2024 05:00",20061.75,20064.75,20018.5,20040.25,-22.,-0.11%,8789
"07/18/2024 04:30",20098.25,20101.75,20058.75,20062.25,-36.,-0.18%,6012
"07/18/2024 04:00",20124.75,20128.75,20098,20098.25,-27.,-0.13%,4167
"07/18/2024 03:30",20076.25,20125.75,20070.5,20125.25,48,+0.24%,5106
"07/18/2024 03:00",20099,20103.75,20059.5,20077.25,-21.75,-0.11%,6992
"07/18/2024 02:30",20065.25,20102.25,20036.25,20099,33.5,+0.17%,8740
"07/18/2024 02:00",20141.5,20144.25,20058,20065.5,-74.75,-0.37%,9895
"07/18/2024 01:30",20109.5,20162.5,20109,20140.25,30.5,+0.15%,7695
"07/18/2024 01:00",20075.5,20129.75,20058,20109.75,34.25,+0.17%,9611
"07/18/2024 00:30",20052.5,20078.25,20052.5,20075.5,22.75,+0.11%,2663
"07/18/2024 00:00",20052.75,20056.75,20045.5,20052.75,-0.25,0.00%,968
"07/17/2024 23:30",20044.5,20055,20039.25,20053,8.5,+0.04%,1042
"07/17/2024 23:00",20051.25,20058,20036,20044.5,-6.5,-0.03%,1539
"07/17/2024 22:30",20050,20053.75,20025,20051,1.25,+0.01%,2518
"07/17/2024 22:00",20062.25,20064,20045.25,20049.75,-12.25,-0.06%,1256
"07/17/2024 21:30",20063.5,20067,20057,20062,-1.,0.00%,962
"07/17/2024 21:00",20070.75,20072.25,20055.25,20063,-7.,-0.03%,2454
"07/17/2024 20:30",20069,20072.5,20063.75,20070,0.25,0.00%,1886
"07/17/2024 20:00",20063.5,20080,20052.5,20069.75,6.25,+0.03%,3009
"07/17/2024 19:30",20064.5,20074.25,20060.75,20063.5,-0.75,0.00%,1973
"07/17/2024 19:00",20058,20067.5,20054,20064.25,5.75,+0.03%,2479
"07/17/2024 18:30",20059.75,20067.75,20053.25,20058.5,-1.,0.00%,1540
"07/17/2024 18:00",20061.5,20063,20051.75,20059.5,-2.,-0.01%,1141
"07/17/2024 17:30",20052.75,20064.75,20035.25,20061.5,9.25,+0.05%,3124
"07/17/2024 17:00",20024.25,20067,20024.25,20052.25,35.5,+0.18%,5313
"07/17/2024 15:30",20018.25,20024.75,20008.5,20016.75,-1.75,-0.01%,3663
"07/17/2024 15:00",19992.5,20019.5,19965.75,20018.5,26.5,+0.13%,22750
"07/17/2024 14:30",20055.5,20072.5,19987.75,19992,-63.25,-0.32%,59413
"07/17/2024 14:00",20026,20063.75,19997.75,20055.25,29,+0.14%,33944
"07/17/2024 13:30",20059,20075,20011.75,20026.25,-33.,-0.16%,26650
"07/17/2024 13:00",20032,20073.5,20011.75,20059.25,27.75,+0.14%,28280
"07/17/2024 12:30",20046.5,20084.5,20019.5,20031.5,-14.75,-0.07%,31052
"07/17/2024 12:00",20063.25,20066.5,20011.25,20046.25,-16.75,-0.08%,35799
"07/17/2024 11:30",20036,20068.5,20007.75,20063,26.5,+0.13%,45628
"07/17/2024 11:00",20087,20089.25,20026.75,20036.5,-50.25,-0.25%,43607
"07/17/2024 10:30",20131.25,20136,20053,20086.75,-44.25,-0.22%,46490
"07/17/2024 10:00",20123,20151.75,20090.25,20131,7.75,+0.04%,49343
"07/17/2024 09:30",20130.75,20179.5,20104.25,20123.25,-7.5,-0.04%,59421
"07/17/2024 09:00",20209,20212.75,20097.75,20130.75,-78.25,-0.39%,87503
"07/17/2024 08:30",20260.5,20281.5,20206.25,20209,-51.25,-0.25%,99110
"07/17/2024 08:00",20280.25,20297,20254.5,20260.25,-20.25,-0.10%,16947
"07/17/2024 07:30",20305.75,20317.25,20273.25,20280.5,-25.75,-0.13%,12393
"07/17/2024 07:00",20286.5,20320.25,20275.75,20306.25,19.5,+0.10%,10367
"07/17/2024 06:30",20281.75,20293.5,20259.75,20286.75,4.25,+0.02%,10709
"07/17/2024 06:00",20334.5,20349.5,20270,20282.5,-51.5,-0.25%,12560
"07/17/2024 05:30",20352.75,20367.75,20320.5,20334,-18.75,-0.09%,5685
"07/17/2024 05:00",20343.25,20357.25,20334.75,20352.75,9.25,+0.05%,4541
"07/17/2024 04:30",20337.25,20357,20320.25,20343.5,6,+0.03%,5114
"07/17/2024 04:00",20343.25,20353,20336.5,20337.5,-6.,-0.03%,3773
"07/17/2024 03:30",20317,20347.5,20308.5,20343.5,26.75,+0.13%,8906
"07/17/2024 03:00",20363.25,20377,20308.25,20316.75,-46.25,-0.23%,13513
"07/17/2024 02:30",20409,20416,20347,20363,-46.,-0.23%,10894
"07/17/2024 02:00",20455.25,20458.25,20401.5,20409,-46.,-0.22%,9782
"07/17/2024 01:30",20442.25,20459,20431.75,20455,13,+0.06%,5041
"07/17/2024 01:00",20509.5,20513.25,20415.5,20442,-67.,-0.33%,9304
"07/17/2024 00:30",20514.25,20525,20508.25,20509,-4.75,-0.02%,1667
"07/17/2024 00:00",20524.25,20535,20507.25,20513.75,-10.75,-0.05%,3127
"07/16/2024 23:30",20529.5,20531,20516.75,20524.5,-4.5,-0.02%,1499
"07/16/2024 23:00",20535.5,20538,20527.5,20529,-6.25,-0.03%,902
"07/16/2024 22:30",20552,20554.5,20525.5,20535.25,-16.75,-0.08%,1972
"07/16/2024 22:00",20552.25,20555,20542.75,20552,-0.25,0.00%,1082
"07/16/2024 21:30",20551.75,20563.5,20551.25,20552.25,0.75,0.00%,1113
"07/16/2024 21:00",20551,20557.5,20547.25,20551.5,1,0.00%,886
"07/16/2024 20:30",20560.25,20561,20546.75,20550.5,-9.,-0.04%,1642
"07/16/2024 20:00",20564.25,20564.5,20553.5,20559.5,-4.,-0.02%,1284
"07/16/2024 19:30",20564.25,20579.25,20563.5,20563.5,-0.5,0.00%,1374
"07/16/2024 19:00",20565.5,20566.5,20557.5,20564,-1.25,-0.01%,927
"07/16/2024 18:30",20566,20571.5,20563.75,20565.25,-1.75,-0.01%,1026
"07/16/2024 18:00",20589.5,20590.25,20557,20567,-22.,-0.11%,2068
"07/16/2024 17:30",20589.5,20593.75,20586.25,20589,-0.75,0.00%,689
"07/16/2024 17:00",20591,20597.75,20578.75,20589.75,1.25,+0.01%,1619
"07/16/2024 15:30",20599,20601.75,20588.5,20588.5,-11.,-0.05%,1886
"07/16/2024 15:00",20599.75,20608.25,20586.25,20599.5,0,0.00%,12958
"07/16/2024 14:30",20578.5,20614.25,20562,20599.5,21,+0.10%,41705
"07/16/2024 14:00",20590,20593.5,20558.75,20578.5,-11.5,-0.06%,22339
"07/16/2024 13:30",20533.75,20590.25,20526.75,20590,56,+0.27%,32826
"07/16/2024 13:00",20525.25,20547.5,20485.75,20534,8.5,+0.04%,25055
"07/16/2024 12:30",20511.75,20534.25,20495,20525.5,14.25,+0.07%,20879
"07/16/2024 12:00",20545,20545,20500.25,20511.25,-34.25,-0.17%,22731
"07/16/2024 11:30",20487.25,20548.75,20464.5,20545.5,58,+0.28%,37819
"07/16/2024 11:00",20550.75,20567.25,20470,20487.5,-63.,-0.31%,37431
"07/16/2024 10:30",20557.25,20576,20525.5,20550.5,-6.5,-0.03%,29172
"07/16/2024 10:00",20541.75,20608.75,20522.5,20557,15,+0.07%,42194
"07/16/2024 09:30",20523.75,20580,20509,20542,18.25,+0.09%,47636
"07/16/2024 09:00",20580.75,20595,20485.5,20523.75,-57.25,-0.28%,79463
"07/16/2024 08:30",20649.25,20684.5,20567,20581,-67.75,-0.33%,78208
"07/16/2024 08:00",20638,20650.75,20622,20648.75,11,+0.05%,7987
"07/16/2024 07:30",20628.75,20653.5,20575,20637.75,6.25,+0.03%,11939
"07/16/2024 07:00",20631,20636.5,20625.25,20631.5,0.75,0.00%,3007
"07/16/2024 06:30",20625.75,20635,20617.25,20630.75,4.25,+0.02%,3136
"07/16/2024 06:00",20620,20637.5,20617,20626.5,7,+0.03%,4739
"07/16/2024 05:30",20627.5,20635.5,20615,20619.5,-7.5,-0.04%,2991
"07/16/2024 05:00",20600,20627.25,20596.25,20627,26.25,+0.13%,3881
"07/16/2024 04:30",20595,20602.5,20575.75,20600.75,5.5,+0.03%,3086
"07/16/2024 04:00",20602.75,20610.5,20588.75,20595.25,-7.,-0.03%,2837
"07/16/2024 03:30",20569.5,20606,20561.5,20602.25,33.5,+0.16%,3823
"07/16/2024 03:00",20581.75,20586.75,20541.75,20568.75,-12.75,-0.06%,7140
"07/16/2024 02:30",20592.75,20600.5,20579.25,20581.5,-10.25,-0.05%,3280
"07/16/2024 02:00",20620,20620.25,20563.25,20591.75,-28.25,-0.14%,5620
"07/16/2024 01:30",20630.25,20634,20613.25,20620,-9.5,-0.05%,1761
"07/16/2024 01:00",20640.25,20641.5,20623.5,20629.5,-10.75,-0.05%,1859
"07/16/2024 00:30",20643.25,20649.25,20633.5,20640.25,-2.75,-0.01%,1291
"07/16/2024 00:00",20639.75,20643.5,20637,20643,3.75,+0.02%,779
"07/15/2024 23:30",20644,20647.75,20638.75,20639.25,-5.25,-0.03%,731
"07/15/2024 23:00",20647.75,20653.25,20644,20644.5,-3.,-0.01%,744
"07/15/2024 22:30",20648.5,20653.25,20645,20647.5,-0.75,0.00%,751
"07/15/2024 22:00",20653,20654,20640,20648.25,-5.25,-0.03%,1075
"07/15/2024 21:30",20651,20655,20642,20653.5,2.5,+0.01%,917
"07/15/2024 21:00",20632.75,20651.5,20632.75,20651,18.25,+0.09%,2577
"07/15/2024 20:30",20628,20635.5,20627.5,20632.75,4.25,+0.02%,2863
"07/15/2024 20:00",20628.25,20637,20620,20628.5,1,0.00%,2444
"07/15/2024 19:30",20633.25,20634.25,20619,20627.5,-6.25,-0.03%,1375
"07/15/2024 19:00",20632,20640.25,20628,20633.75,2,+0.01%,1863
"07/15/2024 18:30",20640.25,20643.5,20630.25,20631.75,-8.25,-0.04%,1539
"07/15/2024 18:00",20634.25,20640,20631.5,20640,5.25,+0.03%,638
"07/15/2024 17:30",20646.5,20647,20630.25,20634.75,-11.25,-0.05%,1613
"07/15/2024 17:00",20628,20647,20624.25,20646,20.75,+0.10%,2206
"07/15/2024 15:30",20619.75,20631,20615.25,20625.25,6,+0.03%,3946
"07/15/2024 15:00",20593.75,20621,20584.75,20619.25,26,+0.13%,13620
"07/15/2024 14:30",20621,20637.5,20506.25,20593.25,-27.5,-0.13%,66550
"07/15/2024 14:00",20617.5,20643.25,20603.75,20620.75,3,+0.01%,25555
"07/15/2024 13:30",20601,20633,20580.5,20617.75,17,+0.08%,27342
"07/15/2024 13:00",20569.75,20603,20547.5,20600.75,31.25,+0.15%,26707
"07/15/2024 12:30",20604,20608.5,20556.5,20569.5,-35.25,-0.17%,36013
"07/15/2024 12:00",20652.25,20653,20586.5,20604.75,-46.75,-0.23%,42232
"07/15/2024 11:30",20663.75,20686.75,20630.25,20651.5,-12.25,-0.06%,34122
"07/15/2024 11:00",20700.75,20704.75,20603.25,20663.75,-37.5,-0.18%,47335
"07/15/2024 10:30",20733.5,20745.25,20664,20701.25,-32.75,-0.16%,50446
"07/15/2024 10:00",20727.75,20797,20724,20734,6.25,+0.03%,42822
"07/15/2024 09:30",20681.25,20738.5,20678.75,20727.75,46.25,+0.22%,41222
"07/15/2024 09:00",20627.5,20687.5,20623.25,20681.5,53.75,+0.26%,46654
"07/15/2024 08:30",20610,20666.25,20581.75,20627.75,18.25,+0.09%,99437
"07/15/2024 08:00",20602.25,20619.25,20598.75,20609.5,7.5,+0.04%,8050
"07/15/2024 07:30",20628.75,20634.5,20593.75,20602,-26.75,-0.13%,7441
"07/15/2024 07:00",20621.25,20637.5,20599,20628.75,8,+0.04%,7094
"07/15/2024 06:30",20644.5,20652.5,20616.25,20620.75,-23.75,-0.12%,5541
"07/15/2024 06:00",20627.75,20646.25,20626.25,20644.5,16.5,+0.08%,4482
"07/15/2024 05:30",20626.25,20628.25,20619.75,20628,3,+0.01%,1657
"07/15/2024 05:00",20624.5,20635.75,20607.75,20625,0.25,0.00%,2913
"07/15/2024 04:30",20625.5,20631.75,20622.5,20624.75,-0.25,0.00%,1868
"07/15/2024 04:00",20626.5,20628.75,20621.25,20625,-2.25,-0.01%,1548
"07/15/2024 03:30",20623,20629,20621.75,20627.25,3.75,+0.02%,1734
"07/15/2024 03:00",20616,20631.5,20615,20623.5,7.25,+0.04%,3669
"07/15/2024 02:30",20622.25,20632.5,20611.5,20616.25,-6.25,-0.03%,2402
"07/15/2024 02:00",20619.25,20630.25,20612.5,20622.5,3.5,+0.02%,3381
"07/15/2024 01:30",20613,20619.75,20610,20619,6,+0.03%,1676
"07/15/2024 01:00",20608.25,20620.75,20597,20613,4,+0.02%,2621
"07/15/2024 00:30",20597,20613.5,20596.25,20609,12,+0.06%,1766
"07/15/2024 00:00",20588,20598.25,20586.5,20597,8,+0.04%,1383
"07/14/2024 23:30",20577.75,20591.5,20577,20589,11.25,+0.05%,1368
"07/14/2024 23:00",20575.5,20579.25,20573,20577.75,2,+0.01%,572
"07/14/2024 22:30",20578,20580,20573,20575.75,-2.,-0.01%,640
"07/14/2024 22:00",20572,20578,20569.5,20577.75,4.75,+0.02%,841
"07/14/2024 21:30",20574,20578,20567,20573,-1.25,-0.01%,962
"07/14/2024 21:00",20575,20581.5,20560,20574.25,-0.5,0.00%,4725
"07/14/2024 20:30",20568,20581,20567.75,20574.75,6.25,+0.03%,1403
"07/14/2024 20:00",20570.25,20576.75,20567.5,20568.5,-1.5,-0.01%,1500
"07/14/2024 19:30",20562,20577.75,20560.25,20570,8.25,+0.04%,2037
"07/14/2024 19:00",20560.75,20565.25,20548.75,20561.75,1.75,+0.01%,1762
"07/14/2024 18:30",20545.5,20561,20541.5,20560,15.25,+0.07%,1282
"07/14/2024 18:00",20543.25,20553.5,20529.25,20544.75,1.25,+0.01%,2749
"07/14/2024 17:30",20537,20546.5,20528.5,20543.5,5,+0.02%,2394
"07/14/2024 17:00",20580,20590,20508,20538.5,-1.25,-0.01%,7928
"07/12/2024 15:30",20530,20541.25,20529.75,20539.75,9.25,+0.05%,2959
"07/12/2024 15:00",20540.5,20562.25,20525.75,20530.5,-10.,-0.05%,15071
"07/12/2024 14:30",20675.5,20675.75,20510.25,20540.5,-135.,-0.65%,95174
"07/12/2024 14:00",20709,20712,20662,20675.5,-34.5,-0.17%,24814
"07/12/2024 13:30",20703.75,20712,20691,20710,6.25,+0.03%,19506
"07/12/2024 13:00",20710.25,20723.75,20681.25,20703.75,-6.5,-0.03%,28704
"07/12/2024 12:30",20667.25,20741,20660,20710.25,42.5,+0.21%,40538
"07/12/2024 12:00",20630.5,20668.5,20622.75,20667.75,37.25,+0.18%,23854
"07/12/2024 11:30",20585,20632.75,20573.25,20630.5,45.75,+0.22%,25544
"07/12/2024 11:00",20595,20614.75,20554.75,20584.75,-10.25,-0.05%,40922
